TfName,GeneName,Family,UniProt,Source,TaxGroup,Species
MA0249.1.twi,twi,,P10627,DNaseI footprinting,insects,Drosophila melanogaster
MA0250.1.unc-4,unc-4,Paired-related HD factors,O77215,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0251.1.unpg,unpg,,Q4V5A3,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0252.1.vis,vis,,A1Z913,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0253.1.vnd,vnd,NK-related factors,P22808,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0254.1.vvl,vvl,POU domain factors,P16241,DNaseI footprinting,insects,Drosophila melanogaster
MA0255.1.z,z,,P09956,DNaseI footprinting,insects,Drosophila melanogaster
MA0256.1.zen,zen,,P09089,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0257.1.zen2,zen2,,P09090,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0094.2.Ubx,Ubx,HOX-related factors,P83949,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0258.1.ESR2,ESR2,Steroid hormone receptors (NR3),Q92731,ChIP-chip,vertebrates,Homo sapiens
MA0259.1.ARNT::HIF1A,ARNT+HIF1A,PAS domain factors,P27540;Q16665,COMPILED,vertebrates,Homo sapiens
MA0260.1.che-1,che-1,More than 3 adjacent zinc finger factors,Q966L8,COMPILED,nematodes,Caenorhabditis elegans
MA0261.1.lin-14,lin-14,,Q21446,SELEX,nematodes,Caenorhabditis elegans
MA0262.1.mab-3,mab-3,,O18214,EMSA,nematodes,Caenorhabditis elegans
MA0263.1.ceh-10::ttx-3,ceh-10+ttx-3,HD-LIM factors;Paired-related HD factors,P41935;G5EE86,EMSA,nematodes,Caenorhabditis elegans
MA0264.1.ceh-22,ceh-22,NK-related factors,P41936,PBM,nematodes,Caenorhabditis elegans
MA0265.1.ABF1,ABF1,,P14164,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0266.1.ABF2,ABF2,,Q02486,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0267.1.ACE2,ACE2,Other factors with up to three adjacent zinc fingers,P21192,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0268.1.ADR1,ADR1,Other factors with up to three adjacent zinc fingers,P07248,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0269.1.AFT1,AFT1,,P22149,PBM,fungi,Saccharomyces cerevisiae
MA0270.1.AFT2,AFT2,,Q08957,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0271.1.ARG80,ARG80,,P07249,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0272.1.ARG81,ARG81,,P05085,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0273.1.ARO80,ARO80,,Q04052,PBM,fungi,Saccharomyces cerevisiae
MA0274.1.ARR1,ARR1,,Q06596,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0275.1.ASG1,ASG1,,P40467,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0276.1.ASH1,ASH1,GATA-type zinc fingers,P34233,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0277.1.AZF1,AZF1,,P41696,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0278.1.BAS1,BAS1,Myb/SANT domain factors,P22035,PBM,fungi,Saccharomyces cerevisiae
MA0279.1.CAD1,CAD1,,P24813,COMPILED,fungi,Saccharomyces cerevisiae
MA0280.1.CAT8,CAT8,,P39113,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0281.1.CBF1,CBF1,,P17106,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0282.1.CEP3,CEP3,,P40969,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0283.1.CHA4,CHA4,,P43634,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0284.1.CIN5,CIN5,,P40917,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0285.1.CRZ1,CRZ1,Other factors with up to three adjacent zinc fingers,P53968,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0286.1.CST6,CST6,,P40535,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0287.1.CUP2,CUP2,,P15315,COMPILED,fungi,Saccharomyces cerevisiae
MA0288.1.CUP9,CUP9,TALE-type homeo domain factors,P41817,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0289.1.DAL80,DAL80,GATA-type zinc fingers,P26343,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0290.1.DAL81,DAL81,,P21657,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0291.1.DAL82,DAL82,,P21705,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0292.1.ECM22,ECM22,,Q05958,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0293.1.ECM23,ECM23,GATA-type zinc fingers,Q02710,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0294.1.EDS1,EDS1,,P38073,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0295.1.FHL1,FHL1,Forkhead box (FOX) factors,P39521,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0296.1.FKH1,FKH1,Forkhead box (FOX) factors,P40466,PBM,fungi,Saccharomyces cerevisiae
MA0297.1.FKH2,FKH2,Forkhead box (FOX) factors,P41813,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0298.1.FZF1,FZF1,Factors with multiple dispersed zinc fingers,P32805,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0299.1.GAL4,GAL4,,P04386,PBM,fungi,Saccharomyces cerevisiae
MA0300.1.GAT1,GAT1,GATA-type zinc fingers,P43574,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0301.1.GAT3,GAT3,GATA-type zinc fingers,Q07928,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0302.1.GAT4,GAT4,GATA-type zinc fingers,P40569,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0303.1.GCN4,GCN4,,P03069,PBM,fungi,Saccharomyces cerevisiae
MA0304.1.GCR1,GCR1,,P07261,COMPILED,fungi,Saccharomyces cerevisiae
MA0305.1.GCR2,GCR2,,Q01722,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0306.1.GIS1,GIS1,Other factors with up to three adjacent zinc fingers,Q03833,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0307.1.GLN3,GLN3,GATA-type zinc fingers,P18494,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0308.1.GSM1,GSM1,,P42950,PBM,fungi,Saccharomyces cerevisiae
MA0309.1.GZF3,GZF3,GATA-type zinc fingers,P42944,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0310.1.HAC1,HAC1,,P41546,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0311.1.HAL9,HAL9,,Q12180,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0312.1.HAP1,HAP1,,P0CE41,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0313.1.HAP2,HAP2,Heteromeric CCAAT-binding factors,P06774,COMPILED,fungi,Saccharomyces cerevisiae
MA0314.1.HAP3,HAP3,Heteromeric CCAAT-binding factors,P13434,COMPILED,fungi,Saccharomyces cerevisiae
MA0316.1.HAP5,HAP5,Heteromeric CCAAT-binding factors,Q02516,COMPILED,fungi,Saccharomyces cerevisiae
MA0317.1.HCM1,HCM1,Forkhead box (FOX) factors,P25364,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0318.1.HMRA2,HMRA2,TALE-type homeo domain factors,P0CY13,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0319.1.HSF1,HSF1,HSF factors,P10961,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0320.1.IME1,IME1,,P21190,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0321.1.INO2,INO2,,P26798,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0322.1.INO4,INO4,,P13902,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0323.1.IXR1,IXR1,,P33417,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0324.1.LEU3,LEU3,,P08638,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0325.1.LYS14,LYS14,,P40971,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0326.1.MAC1,MAC1,,P35192,COMPILED,fungi,Saccharomyces cerevisiae
MA0327.1.HMRA1,HMRA1,,P0CY11,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0328.1.MATALPHA2,MATALPHA2,TALE-type homeo domain factors,P0CY08,COMPILED,fungi,Saccharomyces cerevisiae
MA0329.1.MBP1,MBP1,,P39678,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0330.1.MBP1::SWI6,MBP1+SWI6,,P39678;P09959,COMPILED,fungi,Saccharomyces cerevisiae
MA0331.1.MCM1,MCM1,,P11746,COMPILED,fungi,Saccharomyces cerevisiae
MA0332.1.MET28,MET28,,P40573,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0333.1.MET31,MET31,,Q03081,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0334.1.MET32,MET32,Other factors with up to three adjacent zinc fingers,Q12041,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0335.1.MET4,MET4,,P32389,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0336.1.MGA1,MGA1,HSF factors,P53050,PBM,fungi,Saccharomyces cerevisiae
MA0337.1.MIG1,MIG1,Other factors with up to three adjacent zinc fingers,P27705,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0338.1.MIG2,MIG2,Other factors with up to three adjacent zinc fingers,P53035,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0339.1.MIG3,MIG3,Other factors with up to three adjacent zinc fingers,P39943,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0340.1.MOT3,MOT3,Other factors with up to three adjacent zinc fingers,P54785,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0341.1.MSN2,MSN2,Other factors with up to three adjacent zinc fingers,P33748,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0342.1.MSN4,MSN4,Other factors with up to three adjacent zinc fingers,P33749,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0343.1.NDT80,NDT80,,P38830,PBM,fungi,Saccharomyces cerevisiae
MA0344.1.NHP10,NHP10,,Q03435,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0345.1.NHP6A,NHP6A,,P11632,PBM,fungi,Saccharomyces cerevisiae
MA0346.1.NHP6B,NHP6B,,P11633,PBM,fungi,Saccharomyces cerevisiae
MA0347.1.NRG1,NRG1,Other factors with up to three adjacent zinc fingers,Q03125,PBM,fungi,Saccharomyces cerevisiae
MA0348.1.OAF1,OAF1,,P39720,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0349.1.OPI1,OPI1,,P21957,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0350.1.TOD6,TOD6,Myb/SANT domain factors,P34219,PBM,fungi,Saccharomyces cerevisiae
MA0351.1.DOT6,DOT6,Myb/SANT domain factors,P40059,PBM,fungi,Saccharomyces cerevisiae
MA0352.1.PDR1,PDR1,,P12383,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0353.1.PDR3,PDR3,,P33200,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0354.1.PDR8,PDR8,,Q06149,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0355.1.PHD1,PHD1,,P36093,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0356.1.PHO2,PHO2,,P07269,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0357.1.PHO4,PHO4,,P07270,PBM,fungi,Saccharomyces cerevisiae
MA0358.1.PUT3,PUT3,,P25502,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0359.1.RAP1,RAP1,Myb/SANT domain factors,P11938,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0360.1.RDR1,RDR1,,Q08904,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0361.1.RDS1,RDS1,,P25611,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0362.1.RDS2,RDS2,,P19541,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0363.1.REB1,REB1,Myb/SANT domain factors,P21538,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0364.1.REI1,REI1,Factors with multiple dispersed zinc fingers,P38344,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0365.1.RFX1,RFX1,RFX-related factors,P48743,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0366.1.RGM1,RGM1,,Q00453,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0367.1.RGT1,RGT1,,P32862,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0368.1.RIM101,RIM101,Factors with multiple dispersed zinc fingers,P33400,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0369.1.RLM1,RLM1,Regulators of differentiation,Q12224,COMPILED,fungi,Saccharomyces cerevisiae
MA0370.1.RME1,RME1,Factors with multiple dispersed zinc fingers,P32338,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0371.1.ROX1,ROX1,,P25042,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0372.1.RPH1,RPH1,Other factors with up to three adjacent zinc fingers,P39956,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0373.1.RPN4,RPN4,,Q03465,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0374.1.RSC3,RSC3,,Q06639,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0375.1.RSC30,RSC30,,P38781,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0376.1.RTG3,RTG3,,P38165,PBM,fungi,Saccharomyces cerevisiae
MA0377.1.SFL1,SFL1,HSF factors,P20134,PBM,fungi,Saccharomyces cerevisiae
MA0378.1.SFP1,SFP1,Factors with multiple dispersed zinc fingers,P32432,PBM,fungi,Saccharomyces cerevisiae
MA0379.1.MOT2,MOT2,,P34909,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0380.1.SIP4,SIP4,,P46954,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0381.1.SKN7,SKN7,HSF factors,P38889,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0382.1.SKO1,SKO1,,Q02100,COMPILED,fungi,Saccharomyces cerevisiae
MA0383.1.SMP1,SMP1,Regulators of differentiation,P38128,PBM,fungi,Saccharomyces cerevisiae
MA0384.1.SNT2,SNT2,Myb/SANT domain factors,P53127,COMPILED,fungi,Saccharomyces cerevisiae
MA0385.1.SOK2,SOK2,,P53438,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0386.1.SPT15,SPT15,TBP-related factors,P13393,PBM,fungi,Saccharomyces cerevisiae
MA0387.1.SPT2,SPT2,,P06843,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0388.1.SPT23,SPT23,,P35210,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0389.1.SRD1,SRD1,GATA-type zinc fingers,P09007,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0390.1.STB3,STB3,,Q12427,PBM,fungi,Saccharomyces cerevisiae
MA0391.1.STB4,STB4,,P50104,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0392.1.STB5,STB5,,P38699,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0393.1.STE12,STE12,,P13574,COMPILED,fungi,Saccharomyces cerevisiae
MA0394.1.STP1,STP1,Factors with multiple dispersed zinc fingers,Q00947,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0395.1.STP2,STP2,Factors with multiple dispersed zinc fingers,P38704,PBM,fungi,Saccharomyces cerevisiae
MA0396.1.STP3,STP3,,Q05937,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0397.1.STP4,STP4,,Q07351,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0398.1.SUM1,SUM1,,P46676,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0399.1.SUT1,SUT1,,P53032,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0400.1.SUT2,SUT2,,Q12286,PBM,fungi,Saccharomyces cerevisiae
MA0401.1.SWI4,SWI4,,P25302,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0402.1.SWI5,SWI5,,P08153,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0403.1.TBF1,TBF1,Myb/SANT domain factors,Q02457,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0404.1.TBS1,TBS1,,P38114,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0405.1.TEA1,TEA1,,P47988,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0406.1.TEC1,TEC1,,P18412,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0407.1.THI2,THI2,,P38141,COMPILED,fungi,Saccharomyces cerevisiae
MA0408.1.TOS8,TOS8,TALE-type homeo domain factors,P53147,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0409.1.TYE7,TYE7,,P33122,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0410.1.UGA3,UGA3,,P26370,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0411.1.UPC2,UPC2,,Q12151,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0412.1.UME6,UME6,,P39001,COMPILED,fungi,Saccharomyces cerevisiae
MA0413.1.USV1,USV1,,Q12132,PBM,fungi,Saccharomyces cerevisiae
MA0414.1.XBP1,XBP1,,P40489,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0415.1.YAP1,YAP1,,P19880,PBM,fungi,Saccharomyces cerevisiae
MA0416.1.YAP3,YAP3,,P38749,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0417.1.YAP5,YAP5,,P40574,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0418.1.YAP6,YAP6,,Q03935,PBM,fungi,Saccharomyces cerevisiae
MA0419.1.YAP7,YAP7,,Q08182,COMPILED,fungi,Saccharomyces cerevisiae
MA0420.1.ERT1,ERT1,,P38140,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0421.1.NSI1,NSI1,Myb/SANT domain factors,Q12457,COMPILED,fungi,Saccharomyces cerevisiae
MA0422.1.URC2,URC2,,Q04411,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0423.1.YER130C,YER130C,Other factors with up to three adjacent zinc fingers,P39959,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0424.1.YER184C,YER184C,,P39961,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0425.1.YGR067C,YGR067C,Other factors with up to three adjacent zinc fingers,P53243,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0426.1.YHP1,YHP1,,Q04116,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0428.1.YKL222C,YKL222C,,P35995,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0429.1.YLL054C,YLL054C,,Q12244,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0430.1.YLR278C,YLR278C,,Q05854,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0431.1.TDA9,TDA9,Other factors with up to three adjacent zinc fingers,Q04545,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0432.1.YNR063W,YNR063W,,P53749,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0433.1.YOX1,YOX1,,P34161,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0434.1.YPR013C,YPR013C,Other factors with up to three adjacent zinc fingers,Q12145,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0435.1.YPR015C,YPR015C,Other factors with up to three adjacent zinc fingers,Q12531,PBM,fungi,Saccharomyces cerevisiae
MA0436.1.YPR022C,YPR022C,Other factors with up to three adjacent zinc fingers,Q12139,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0437.1.YPR196W,YPR196W,,Q06595,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0438.1.YRM1,YRM1,,Q12340,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0439.1.YRR1,YRR1,,Q12172,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0440.1.ZAP1,ZAP1,Factors with multiple dispersed zinc fingers,P47043,ChIP-chip,fungi,Saccharomyces cerevisiae
MA0441.1.ZMS1,ZMS1,Other factors with up to three adjacent zinc fingers,P46974,PBM; CSA and/or DIP-chip,fungi,Saccharomyces cerevisiae
MA0442.1.SOX10,SOX10,SOX-related factors,P56693,COMPILED,vertebrates,Homo sapiens
MA0443.1.btd,btd,Other factors with up to three adjacent zinc fingers,Q24266,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0444.1.CG34031,CG34031,,M9NDG6,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0445.1.D,D,,Q24533,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0446.1.fkh,fkh,Forkhead box (FOX) factors,P14734,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0447.1.gt,gt,,P39572,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0448.1.H2.0,H2.0,NK-related factors,P10035,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0449.1.h,h,Helix-Loop-Helix,P14003,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0450.1.hkb,hkb,,Q9VN10,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0451.1.kni,kni,,P10734,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0452.1.Kr,Kr,More than 3 adjacent zinc finger factors,Q9V447,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0197.2.nub,nub,POU domain factors,P31368,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0454.1.odd,odd,More than 3 adjacent zinc finger factors,P23803,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0456.1.opa,opa,More than 3 adjacent zinc finger factors,P39768,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0457.1.PHDP,PHDP,,Q9W1H7,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0458.1.slp1,slp1,Forkhead box (FOX) factors,P32030,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0459.1.tll,tll,,P18102,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0460.1.ttk,ttk,Other factors with up to three adjacent zinc fingers,P17789,bacterial 1-hybrid,insects,Drosophila melanogaster
MA0141.2.Esrrb,Esrrb,Steroid hormone receptors (NR3),Q61539,ChIP-seq,vertebrates,Mus musculus
MA0143.2.Sox2,Sox2,SOX-related factors,P48432,ChIP-seq,vertebrates,Mus musculus
MA0145.2.Tcfcp2l1,Tcfcp2l1,CP2-related factors,Q3UNW5,ChIP-seq,vertebrates,Mus musculus
MA0146.2.Zfx,Zfx,More than 3 adjacent zinc finger factors,P17012,ChIP-seq,vertebrates,Mus musculus
MA0148.2.FOXA1,FOXA1,Forkhead box (FOX) factors,P55317,ChIP-seq,vertebrates,Homo sapiens
MA0461.1.Atoh1,Atoh1,Tal-related factors,P48985,ChIP-seq,vertebrates,Mus musculus
MA0462.1.BATF::JUN,BATF+JUN,B-ATF-related factors;Jun-related factors,Q16520;P05412,ChIP-seq,vertebrates,Homo sapiens
MA0463.1.Bcl6,Bcl6,More than 3 adjacent zinc finger factors,P41183,ChIP-seq,vertebrates,Mus musculus
MA0464.1.Bhlhe40,Bhlhe40,Hairy-related factors,O35185,ChIP-seq,vertebrates,Mus musculus
MA0465.1.CDX2,CDX2,HOX-related factors,Q99626,ChIP-seq,vertebrates,Homo sapiens
MA0466.1.CEBPB,CEBPB,C/EBP-related factors,P17676,ChIP-seq,vertebrates,Homo sapiens
MA0467.1.Crx,Crx,Paired-related HD factors,O54751,ChIP-seq,vertebrates,Mus musculus
MA0468.1.DUX4,DUX4,Paired-related HD factors,Q9UBX2,ChIP-seq,vertebrates,Homo sapiens
MA0469.1.E2F3,E2F3,E2F-related factors,O35261,ChIP-seq,vertebrates,Mus musculus
MA0470.1.E2F4,E2F4,E2F-related factors,Q16254,ChIP-seq,vertebrates,Homo sapiens
MA0471.1.E2F6,E2F6,E2F-related factors,O75461,ChIP-seq,vertebrates,Homo sapiens
MA0472.1.EGR2,EGR2,Three-zinc finger Krüppel-related factors,P08152,ChIP-seq,vertebrates,Mus musculus
MA0473.1.ELF1,ELF1,Ets-related factors,P32519,ChIP-seq,vertebrates,Homo sapiens
MA0474.1.Erg,Erg,Ets-related factors,P81270,ChIP-seq,vertebrates,Mus musculus
MA0475.1.FLI1,FLI1,Ets-related factors,Q01543,ChIP-seq,vertebrates,Homo sapiens
MA0476.1.FOS,FOS,Fos-related factors,P01100,ChIP-seq,vertebrates,Homo sapiens
MA0477.1.FOSL1,FOSL1,Fos-related factors,P15407,ChIP-seq,vertebrates,Homo sapiens
MA0478.1.FOSL2,FOSL2,Fos-related factors,P15408,ChIP-seq,vertebrates,Homo sapiens
MA0479.1.FOXH1,FOXH1,Forkhead box (FOX) factors,O75593,ChIP-seq,vertebrates,Homo sapiens
MA0480.1.Foxo1,Foxo1,Forkhead box (FOX) factors,Q9R1E0,ChIP-seq,vertebrates,Mus musculus
MA0481.1.FOXP1,FOXP1,Forkhead box (FOX) factors,Q9H334,ChIP-seq,vertebrates,Homo sapiens
MA0482.1.Gata4,Gata4,GATA-type zinc fingers,Q08369,ChIP-seq,vertebrates,Mus musculus
MA0483.1.Gfi1b,Gfi1b,More than 3 adjacent zinc finger factors,O70237,ChIP-seq,vertebrates,Mus musculus
MA0484.1.HNF4G,HNF4G,RXR-related receptors (NR2),Q14541,ChIP-seq,vertebrates,Homo sapiens
MA0485.1.Hoxc9,Hoxc9,HOX-related factors,P09633,ChIP-seq,vertebrates,Mus musculus
MA0486.1.HSF1,HSF1,HSF factors,Q00613,ChIP-seq,vertebrates,Homo sapiens
MA0488.1.JUN,JUN,Jun-related factors,P05412,ChIP-seq,vertebrates,Homo sapiens
MA0489.1.JUN(var.2),JUN(var.2),Jun-related factors,P05412,ChIP-seq,vertebrates,Homo sapiens
MA0490.1.JUNB,JUNB,Jun-related factors,P17275,ChIP-seq,vertebrates,Homo sapiens
MA0491.1.JUND,JUND,Jun-related factors,P17535,ChIP-seq,vertebrates,Homo sapiens
